"";"code_ecole";"nom_ecole";"commune";"academie";"densite";"secteur";"rep";"classes";"eleves"
"12528";"0330924A";"ECOLE ELEMENTAIRE PUBLIQUE -";"MESTERRIEUX";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;1;23
"12542";"0330961R";"ECOLE PRIMAIRE PUBLIQUE FRANCOIS MAURIAC";"LE NIZAN";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;3;44
"12595";"0331103V";"ECOLE PRIMAIRE PUBLIQUE NELSON MANDELA";"SAINT-CHRISTOLY-DE-BLAYE";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";1;12;209
"12596";"0331105X";"ECOLE MATERNELLE PUBLIQUE -";"SAINT-CHRISTOLY-MEDOC";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";1;1;17
"12649";"0331225C";"ECOLE PRIMAIRE PUBLIQUE -";"SAINT-PIERRE-D'AURILLAC";"BORDEAUX";"Bourgs ruraux";"PUBLIC";0;5;107
"12745";"0331780F";"ECOLE PRIMAIRE PUBLIQUE -";"GRIGNOLS";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;7;148
"12750";"0331786M";"ECOLE PRIMAIRE PUBLIQUE -";"RAUZAN";"BORDEAUX";"Bourgs ruraux";"PUBLIC";0;8;150
"12854";"0332077D";"ECOLE ELEMENTAIRE PUBLIQUE EMILE BARBOU";"CARBON-BLANC";"BORDEAUX";"Centres urbains intermédiaires";"PUBLIC";0;12;277
"12898";"0332157R";"ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY";"VILLENAVE-D'ORNON";"BORDEAUX";"Grands centres urbains";"PUBLIC";0;10;231
"12940";"0332215D";"ECOLE ELEMENTAIRE PUBLIQUE LA RENNEY";"BLANQUEFORT";"BORDEAUX";"Grands centres urbains";"PUBLIC";0;8;203
"12991";"0332324X";"ECOLE MATERNELLE PUBLIQUE A. ET G. DELAUNAY";"VILLENAVE-D'ORNON";"BORDEAUX";"Grands centres urbains";"PUBLIC";0;4;99
"12999";"0332353D";"ECOLE MATERNELLE PUBLIQUE JULES FERRY MATERNELLE";"GUJAN-MESTRAS";"BORDEAUX";"Ceintures urbaines";"PUBLIC";0;6;150
"13028";"0332481T";"ECOLE PRIMAIRE PUBLIQUE ROSA BONHEUR";"BLAYE";"BORDEAUX";"Petites villes";"PUBLIC";0;9;179
"13048";"0332600X";"ECOLE PRIMAIRE PUBLIQUE JEAN ANDRE COUTURES";"SAINT-QUENTIN-DE-BARON";"BORDEAUX";"Bourgs ruraux";"PUBLIC";0;13;286
"13104";"0332765B";"ECOLE PRIMAIRE PUBLIQUE MAURICE RAVEL";"SAINT-JEAN-D'ILLAC";"BORDEAUX";"Petites villes";"PUBLIC";0;12;292
"13150";"0333014X";"ECOLE ELEMENTAIRE PUBLIQUE -";"PUYBARBAN";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;2;45
"13207";"0333643F";"ECOLE MATERNELLE PUBLIQUE MALALA YOUSAFZAI";"BEGLES";"BORDEAUX";"Grands centres urbains";"PUBLIC";0;2;45
"13225";"0340161R";"ECOLE PRIMAIRE PUBLIQUE JEAN DE LA FONTAINE";"ASPIRAN";"MONTPELLIER";"Bourgs ruraux";"PUBLIC";0;5;120
"13226";"0340162S";"ECOLE ELEMENTAIRE PUBLIQUE -";"ASSAS";"MONTPELLIER";"Ceintures urbaines";"PUBLIC";0;4;77
"13250";"0340224J";"ECOLE MATERNELLE PUBLIQUE CARNOT";"BEZIERS";"MONTPELLIER";"Grands centres urbains";"PUBLIC";1;8;177
"13305";"0340347T";"ECOLE ELEMENTAIRE PUBLIQUE LES TERRES BLANCHES";"FRONTIGNAN";"MONTPELLIER";"Centres urbains intermédiaires";"PUBLIC";0;16;367
"13510";"0340977C";"ECOLE ELEMENTAIRE PUBLIQUE HEIDELBERG";"MONTPELLIER";"MONTPELLIER";"Grands centres urbains";"PUBLIC";1;15;231
"13571";"0341233F";"ECOLE ELEMENTAIRE PRIVEE SAINT GENIES";"SAINT-JEAN-DE-FOS";"MONTPELLIER";"Bourgs ruraux";"PRIVE";0;2;35
"13632";"0341356P";"ECOLE MATERNELLE PUBLIQUE ROBINSON";"BALARUC-LES-BAINS";"MONTPELLIER";"Ceintures urbaines";"PUBLIC";0;4;86
"13686";"0341505B";"ECOLE MATERNELLE PUBLIQUE LES PETITS POUCETS";"SAINT-DREZERY";"MONTPELLIER";"Bourgs ruraux";"PUBLIC";0;6;153
"13716";"0341640Y";"ECOLE PRIMAIRE PUBLIQUE ANDRE PLAGNIOL";"SAINTE-CROIX-DE-QUINTILLARGUES";"MONTPELLIER";"Bourgs ruraux";"PUBLIC";0;5;124
"13760";"0341808F";"ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL";"CAUX";"MONTPELLIER";"Bourgs ruraux";"PUBLIC";0;5;125
"13805";"0341952M";"ECOLE MATERNELLE PUBLIQUE SARAH BERNHARDT";"MONTPELLIER";"MONTPELLIER";"Grands centres urbains";"PUBLIC";0;4;97
"13833";"0342166V";"ECOLE ELEMENTAIRE PUBLIQUE JULES VERNE";"MEZE";"MONTPELLIER";"Centres urbains intermédiaires";"PUBLIC";0;8;196
"13923";"0350313A";"ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY";"LIFFRE";"RENNES";"Petites villes";"PUBLIC";0;21;484
"13998";"0350639E";"ECOLE ELEMENTAIRE PUBLIQUE VILLENEUVE";"RENNES";"RENNES";"Grands centres urbains";"PUBLIC";0;8;181
"14025";"0350944L";"ECOLE MATERNELLE PUBLIQUE GUILLEVIC";"RENNES";"RENNES";"Grands centres urbains";"PUBLIC";1;6;100
"14101";"0351212C";"ECOLE MATERNELLE PRIVEE ECOLE PRIVEE";"LES BRULAIS";"RENNES";"Rural à habitat dispersé";"PRIVE";0;1;26
"14106";"0351230X";"ECOLE PRIMAIRE PRIVEE NOTRE DAME";"LA CHAPELLE-DES-FOUGERETZ";"RENNES";"Bourgs ruraux";"PRIVE";0;7;182
"14158";"0351402J";"ECOLE PRIMAIRE PRIVEE LA PROVIDENCE";"SAINTE-MARIE";"RENNES";"Rural à habitat dispersé";"PRIVE";0;4;76
"14215";"0351567N";"ECOLE MATERNELLE PRIVEE STE BERNADETTE";"VITRE";"RENNES";"Centres urbains intermédiaires";"PRIVE";0;4;102
"14230";"0351618U";"ECOLE PRIMAIRE PUBLIQUE FRANCOIS PINAULT";"TREVERIEN";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;4;83
"14302";"0351752P";"ECOLE PRIMAIRE PUBLIQUE LE TEMPS DES CERISES";"COESMES";"RENNES";"Bourgs ruraux";"PUBLIC";0;5;99
"14414";"0352197Y";"ECOLE PRIMAIRE PRIVEE ST PIERRE";"PLEURTUIT";"RENNES";"Bourgs ruraux";"PRIVE";0;13;358
"14453";"0352359Z";"ECOLE PRIMAIRE PRIVEE STE ANNE";"BAIN-DE-BRETAGNE";"RENNES";"Petites villes";"PRIVE";0;15;376
"14470";"0352388F";"ECOLE PRIMAIRE PUBLIQUE GROUPE SCOLAIRE DU BOTREL";"MONTREUIL-SUR-ILLE";"RENNES";"Bourgs ruraux";"PUBLIC";0;7;163
"14498";"0352516V";"ECOLE PRIMAIRE PUBLIQUE LES TILLEULS";"SERVON-SUR-VILAINE";"RENNES";"Bourgs ruraux";"PUBLIC";0;13;310
"14512";"0352670M";"ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT";"RENNES";"RENNES";"Grands centres urbains";"PUBLIC";1;20;312
"14536";"0352975U";"ECOLE PRIMAIRE LE PETIT PRINCE";"NOYAL-CHATILLON-SUR-SEICHE";"RENNES";"Ceintures urbaines";"PUBLIC";0;10;204
"14591";"0360203A";"ECOLE ELEMENTAIRE PUBLIQUE PAUL LANGEVIN";"DEOLS";"ORLEANS-TOURS";"Centres urbains intermédiaires";"PUBLIC";0;8;158
"14608";"0360253E";"ECOLE ELEMENTAIRE PUBLIQUE -";"LANGE";"ORLEANS-TOURS";"Rural à habitat très dispersé";"PUBLIC";0;1;16
"14645";"0360377P";"ECOLE PRIMAIRE PUBLIQUE -";"ROSNAY";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;2;27
"14681";"0360458C";"ECOLE PRIMAIRE PUBLIQUE FRANCOIS RABELAIS";"SAINT-GENOU";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;4;71
"14739";"0360765L";"ECOLE PRIMAIRE PUBLIQUE FRANCOIS RABELAIS";"LE POINCONNET";"ORLEANS-TOURS";"Ceintures urbaines";"PUBLIC";0;8;188
"14744";"0360786J";"ECOLE ELEMENTAIRE PUBLIQUE LA POTERNE";"VATAN";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;8;155
"14760";"0370117B";"ECOLE ELEMENTAIRE PUBLIQUE CURIE (MARIE)";"JOUE-LES-TOURS";"ORLEANS-TOURS";"Grands centres urbains";"PUBLIC";0;5;105
"14844";"0370426M";"ECOLE MATERNELLE PUBLIQUE LES MOUSSAILLONS";"RIVIERE";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;2;49
"14874";"0370501U";"ECOLE PRIMAIRE -";"RILLE";"ORLEANS-TOURS";"#N/A";"PUBLIC";0;2;40
"14950";"0370903F";"ECOLE ELEMENTAIRE PUBLIQUE -";"SAINT-PATERNE-RACAN";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;4;80
"14976";"0371005S";"ECOLE PRIMAIRE PRIVEE PETIT SAINT GREGOIRE";"TOURS";"ORLEANS-TOURS";"Grands centres urbains";"PRIVE";0;17;460
"15067";"0371343J";"ECOLE ELEMENTAIRE PUBLIQUE MISTRAL";"TOURS";"ORLEANS-TOURS";"Grands centres urbains";"PUBLIC";0;5;112
"15179";"0380120Z";"ECOLE ELEMENTAIRE PUBLIQUE PAUL LANGEVIN";"ROUSSILLON";"GRENOBLE";"Centres urbains intermédiaires";"PUBLIC";1;12;210
"15311";"0380527S";"ECOLE MATERNELLE PUBLIQUE RENE CASSIN";"GIERES";"GRENOBLE";"Grands centres urbains";"PUBLIC";0;4;94
"15329";"0380607D";"ECOLE MATERNELLE PUBLIQUE JOSEPH VALLIER";"GRENOBLE";"GRENOBLE";"#N/A";"PUBLIC";0;4;82
"15350";"0380688S";"ECOLE PRIMAIRE PUBLIQUE DU TILLEUL -";"LONGECHENAL";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;3;60
"15369";"0380733R";"ECOLE ELEMENTAIRE PRIVEE SOEUR EMMANUELLE";"SAINT-ETIENNE-DE-SAINT-GEOIRS";"GRENOBLE";"Bourgs ruraux";"PRIVE";0;5;104
"15374";"0380748G";"ECOLE PRIMAIRE PUBLIQUE -";"MOISSIEU-SUR-DOLON";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;3;61
"15393";"0380792E";"ECOLE MATERNELLE PUBLIQUE LES BASTIONS";"LA MURE";"GRENOBLE";"Petites villes";"PUBLIC";0;4;94
"15420";"0380865J";"ECOLE PRIMAIRE PUBLIQUE -";"LA SURE EN CHARTREUSE";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;4;98
"15588";"0381390E";"ECOLE PRIMAIRE PUBLIQUE -";"LES DEUX ALPES";"GRENOBLE";"Bourgs ruraux";"PUBLIC";0;2;25
"15626";"0381509J";"ECOLE PRIMAIRE PUBLIQUE -";"VOUREY";"GRENOBLE";"Ceintures urbaines";"PUBLIC";0;7;156
"15688";"0381919E";"ECOLE MATERNELLE PUBLIQUE LES CHAVANNES";"MONTBONNOT-SAINT-MARTIN";"GRENOBLE";"Ceintures urbaines";"PUBLIC";0;6;151
"15703";"0381934W";"ECOLE PRIMAIRE PUBLIQUE -";"BEAUVOIR-DE-MARC";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;5;108
"15780";"0382184T";"ECOLE PRIMAIRE PUBLIQUE CENTRE";"CLAIX";"GRENOBLE";"Ceintures urbaines";"PUBLIC";0;13;313
"15818";"0382251R";"ECOLE PRIMAIRE GALILEE";"VILLEFONTAINE";"GRENOBLE";"Centres urbains intermédiaires";"PUBLIC";1;16;261
"15837";"0382295N";"ECOLE PRIMAIRE PUBLIQUE MICHEL SERVET";"VIENNE";"GRENOBLE";"Centres urbains intermédiaires";"PUBLIC";0;8;168
"15912";"0382607C";"ECOLE MATERNELLE PUBLIQUE -";"SAINT-ROMANS";"GRENOBLE";"Bourgs ruraux";"PUBLIC";0;3;75
"15977";"0382790B";"ECOLE ELEMENTAIRE PUBLIQUE MARC SERRATRICE";"AUTRANS-MEAUDRE EN VERCORS";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;4;75
"16000";"0382843J";"ECOLE ELEMENTAIRE PUBLIQUE JULES BRUANT";"VAULNAVEYS-LE-HAUT";"GRENOBLE";"Petites villes";"PUBLIC";0;10;241
"16047";"0382966T";"ECOLE PRIMAIRE PUBLIQUE -";"CLONAS-SUR-VAREZE";"GRENOBLE";"Ceintures urbaines";"PUBLIC";0;6;138
"16251";"0390671T";"ECOLE PRIMAIRE PUBLIQUE DE LA VALLEE DE L'AIN";"PONT-DE-POITTE";"BESANCON";"Bourgs ruraux";"PUBLIC";0;4;78
"16292";"0390860Y";"ECOLE PRIMAIRE ST JOSEPH";"MOIRANS-EN-MONTAGNE";"BESANCON";"Bourgs ruraux";"PRIVE";0;4;101
"16442";"0400305P";"ECOLE ELEMENTAIRE PUBLIQUE -";"GAUJACQ";"BORDEAUX";"Rural à habitat très dispersé";"PUBLIC";0;1;22
"16508";"0400450X";"ECOLE PRIMAIRE PUBLIQUE -";"EUGENIE-LES-BAINS";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;5;100
"16580";"0400621H";"ECOLE PRIMAIRE PUBLIQUE HENRI BARBUSSE";"TARNOS";"BORDEAUX";"Ceintures urbaines";"PUBLIC";0;2;29
"16630";"0400754C";"ECOLE MATERNELLE PUBLIQUE -";"AMOU";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;2;41
"16678";"0400899K";"ECOLE MATERNELLE PUBLIQUE -";"SANGUINET";"BORDEAUX";"Bourgs ruraux";"PUBLIC";0;5;108
"16713";"0401049Y";"ECOLE PRIMAIRE PUBLIQUE ECOLE DE LA LANDE";"SAINT-VINCENT-DE-TYROSSE";"BORDEAUX";"Petites villes";"PUBLIC";0;8;174
"16736";"0410105S";"ECOLE PRIMAIRE PUBLIQUE ALFRED THOREL";"CANDE-SUR-BEUVRON";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;5;105
"16763";"0410185D";"ECOLE ELEMENTAIRE PUBLIQUE -";"EPUISAY";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;3;56
"16807";"0410342Z";"ECOLE ELEMENTAIRE PUBLIQUE -";"PIERREFITTE-SUR-SAULDRE";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;2;47
"16877";"0410560L";"ECOLE PRIMAIRE PUBLIQUE SAINT-MARC";"ROMORANTIN-LANTHENAY";"ORLEANS-TOURS";"Petites villes";"PUBLIC";1;8;142
"16923";"0410743K";"ECOLE PRIMAIRE PRIVEE SAINTE-THERESE";"SAINT-LAURENT-NOUAN";"ORLEANS-TOURS";"Bourgs ruraux";"PRIVE";0;3;57
"16961";"0410813L";"ECOLE PRIMAIRE PUBLIQUE -";"SARGE-SUR-BRAYE";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;4;77
"16989";"0410886R";"ECOLE ELEMENTAIRE PUBLIQUE LES DAUPHINS";"VILLEFRANCHE-SUR-CHER";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;5;119
"17005";"0410973K";"ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL";"OUCQUES LA NOUVELLE";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;5;118
"17099";"0420336M";"ECOLE MATERNELLE PUBLIQUE COTE DURIEUX MATERNELLE";"ROCHE-LA-MOLIERE";"LYON";"Ceintures urbaines";"PUBLIC";0;2;39
"17106";"0420384P";"ECOLE PRIMAIRE PUBLIQUE ROCHETAILLEE PRIMAIRE";"SAINT-ETIENNE";"LYON";"Grands centres urbains";"PUBLIC";0;3;61
"17132";"0420470H";"ECOLE PRIMAIRE PUBLIQUE LE BOURG PRIMAIRE";"NANDAX";"LYON";"Rural à habitat dispersé";"PUBLIC";0;3;71
"17221";"0420820N";"ECOLE PRIMAIRE PUBLIQUE CHERBUET PRIMAIRE";"SAINT-VINCENT-DE-BOISSET";"LYON";"Bourgs ruraux";"PUBLIC";0;4;98
"17227";"0420839J";"ECOLE PRIMAIRE PUBLIQUE LES PETITS RATS BLANCS";"SEVELINGES";"LYON";"Rural à habitat dispersé";"PUBLIC";0;3;55
"17329";"0421396P";"ECOLE PRIMAIRE PRIVEE NOTRE DAME";"SAINT-SYMPHORIEN-DE-LAY";"LYON";"Bourgs ruraux";"PRIVE";0;3;76
"17414";"0421729B";"ECOLE PRIMAIRE PRIVEE LE CURE D'ARS";"SAINT-ETIENNE";"LYON";"Grands centres urbains";"PRIVE";0;8;178
"17446";"0421838V";"ECOLE PRIMAIRE SIMONE VEIL PRIMAIRE";"LENTIGNY";"LYON";"Bourgs ruraux";"PUBLIC";0;7;172
"17460";"0421885W";"ECOLE PRIMAIRE PRIVEE LES MARISTES-SITE NOTRE-DAME";"SAINT-ETIENNE";"LYON";"Grands centres urbains";"PRIVE";0;9;142
"17477";"0421926R";"ECOLE PRIMAIRE LES CEDRES - PEUPLIERS PRIMAIRE";"SAINT-JUST-SAINT-RAMBERT";"LYON";"Ceintures urbaines";"PUBLIC";0;8;201
"17494";"0421969M";"ECOLE ELEMENTAIRE PUBLIQUE CENTRE ELEMENTAIRE";"LE COTEAU";"LYON";"Centres urbains intermédiaires";"PUBLIC";0;7;161
"17502";"0421990K";"ECOLE ELEMENTAIRE PUBLIQUE MONTAUD ELEMENTAIRE";"SAINT-ETIENNE";"LYON";"Grands centres urbains";"PUBLIC";1;11;200
"17579";"0422183V";"ECOLE MATERNELLE PUBLIQUE MASSENET PASTEUR";"SAINT-CHAMOND";"LYON";"Centres urbains intermédiaires";"PUBLIC";1;5;85
"17616";"0430215A";"ECOLE ELEMENTAIRE PUBLIQUE LES FRAISSES";"LE PUY-EN-VELAY";"CLERMONT-FERRAND";"Centres urbains intermédiaires";"PUBLIC";0;5;120
"17621";"0430258X";"ECOLE ELEMENTAIRE PUBLIQUE MARCEL LAFONT";"SENEUJOLS";"CLERMONT-FERRAND";"Rural à habitat dispersé";"PUBLIC";0;2;28
"17640";"0430332C";"ECOLE ELEMENTAIRE PUBLIQUE MICHEL PIGNOL";"SANSSAC-L'EGLISE";"CLERMONT-FERRAND";"Rural à habitat dispersé";"PUBLIC";0;4;92
"17649";"0430357E";"ECOLE ELEMENTAIRE PUBLIQUE VERNASSAL-DARSAC";"VERNASSAL";"CLERMONT-FERRAND";"Rural à habitat dispersé";"PUBLIC";0;2;36
"17736";"0430615K";"ECOLE ELEMENTAIRE JEAN DE LA FONTAINE";"YSSINGEAUX";"CLERMONT-FERRAND";"Bourgs ruraux";"PUBLIC";0;12;232
"17744";"0430680F";"ECOLE ELEMENTAIRE PRIVEE SAINT JOSEPH";"ARAULES";"CLERMONT-FERRAND";"Rural à habitat très dispersé";"PRIVE";0;1;23
"17784";"0430772F";"ECOLE ELEMENTAIRE PRIVEE SAINT JOSEPH";"SAINT-PAL-DE-MONS";"CLERMONT-FERRAND";"Rural à habitat dispersé";"PRIVE";0;6;133
"17853";"0440446W";"ECOLE PRIMAIRE PUBLIQUE ALAIN BOUTLE";"BATZ-SUR-MER";"NANTES";"Petites villes";"PUBLIC";0;4;79
"18039";"0440747Y";"ECOLE MATERNELLE PUBLIQUE LES QUATRE AMARRES";"PAIMBOEUF";"NANTES";"Bourgs ruraux";"PUBLIC";0;3;56
"18068";"0440803J";"ECOLE ELEMENTAIRE PUBLIQUE ROGER SALENGRO";"REZE";"NANTES";"Grands centres urbains";"PUBLIC";0;14;323
"18099";"0440859V";"ECOLE PRIMAIRE PUBLIQUE MADELEINE ET PAUL DELAROCHE";"SAINT-MARS-DE-COUTAIS";"NANTES";"Bourgs ruraux";"PUBLIC";0;9;183
"18356";"0441391Y";"ECOLE PRIMAIRE PRIVEE NOTRE-DAME";"SAVENAY";"NANTES";"Petites villes";"PRIVE";0;17;462
"18413";"0441515H";"ECOLE ELEMENTAIRE PUBLIQUE JEAN MOULIN";"NANTES";"NANTES";"Grands centres urbains";"PUBLIC";1;14;246
"18440";"0441603D";"ECOLE MATERNELLE PUBLIQUE PAUL ELUARD";"VALLET";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;7;173
"18493";"0441742E";"ECOLE MATERNELLE PUBLIQUE LE CLOS DU MOULIN";"LES SORINIERES";"NANTES";"Grands centres urbains";"PUBLIC";0;5;103
"18523";"0441919X";"ECOLE MATERNELLE PUBLIQUE ROBERT DOISNEAU";"LA CHAPELLE-SUR-ERDRE";"NANTES";"Ceintures urbaines";"PUBLIC";0;5;122
"18587";"0442539W";"ECOLE PRIMAIRE PUBLIQUE MARIE CURIE";"HERIC";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;8;211
"18635";"0450148S";"ECOLE PRIMAIRE PUBLIQUE -";"MONTEREAU";"ORLEANS-TOURS";"Rural à habitat très dispersé";"PUBLIC";0;3;67
"18655";"0450189L";"ECOLE PRIMAIRE PUBLIQUE GEORGE SAND";"OUSSON-SUR-LOIRE";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;2;35
"18709";"0450310T";"ECOLE PRIMAIRE -";"SULLY-LA-CHAPELLE";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;2;39
"18764";"0450538R";"ECOLE ELEMENTAIRE PUBLIQUE ST-AIGNAN-DES-GUES";"BRAY-SAINT-AIGNAN";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;2;44
"18800";"0450687C";"ECOLE ELEMENTAIRE PUBLIQUE -";"QUIERS-SUR-BEZONDE";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;4;92
"18826";"0450868Z";"ECOLE ELEMENTAIRE PUBLIQUE GEORGES HOUDAS";"ASCHERES-LE-MARCHE";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;5;107
"18858";"0450949M";"ECOLE PRIMAIRE PRIVEE ASSOMPTION-ST MARC-ST AIGNAN";"ORLEANS";"ORLEANS-TOURS";"Grands centres urbains";"PRIVE";0;16;406
"18926";"0451115T";"ECOLE MATERNELLE PUBLIQUE LES VERGERS";"SAINT-HILAIRE-SAINT-MESMIN";"ORLEANS-TOURS";"Ceintures urbaines";"PUBLIC";0;4;94
"18932";"0451121Z";"ECOLE PRIMAIRE PIERRE MESPLES";"FAY-AUX-LOGES";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;11;269
"18955";"0451180N";"ECOLE ELEMENTAIRE PUBLIQUE LES SABLONNIERES";"SARAN";"ORLEANS-TOURS";"Ceintures urbaines";"PUBLIC";0;14;347
"19042";"0451435R";"ECOLE ELEMENTAIRE PUBLIQUE CLAUDE DE LOYNES";"SAINT-CYR-EN-VAL";"ORLEANS-TOURS";"Ceintures urbaines";"PUBLIC";0;8;177
"19056";"0451496G";"ECOLE ELEMENTAIRE PUBLIQUE LES BRUYERES";"SAINT-DENIS-EN-VAL";"ORLEANS-TOURS";"Grands centres urbains";"PUBLIC";0;5;125
"19156";"0460286L";"ECOLE PRIMAIRE -";"DEGAGNAC";"TOULOUSE";"Rural à habitat très dispersé";"PUBLIC";0;3;70
"19232";"0460509D";"ECOLE ELEMENTAIRE PUBLIQUE LOUIS BARRIE";"FIGEAC";"TOULOUSE";"Petites villes";"PUBLIC";0;5;101
"19355";"0470267K";"ECOLE PRIMAIRE PUBLIQUE -";"CAUMONT-SUR-GARONNE";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;3;64
"19439";"0470419A";"ECOLE PRIMAIRE PUBLIQUE -";"SALLES";"BORDEAUX";"Rural à habitat très dispersé";"PUBLIC";0;1;17
"19449";"0470443B";"ECOLE PRIMAIRE PUBLIQUE -";"LA SAUVETAT-SUR-LEDE";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;3;44
"19483";"0470524P";"ECOLE ELEMENTAIRE PUBLIQUE -";"MONTAUT";"BORDEAUX";"Rural à habitat très dispersé";"PUBLIC";0;1;26
"19508";"0470582C";"ECOLE PRIMAIRE PUBLIQUE -";"CLERMONT-DESSOUS";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;4;75
"19511";"0470588J";"ECOLE ELEMENTAIRE PUBLIQUE -";"ESPIENS";"BORDEAUX";"Rural à habitat très dispersé";"PUBLIC";0;2;34
"19585";"0470867M";"ECOLE PRIMAIRE -";"ALLEMANS-DU-DROPT";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;2;29
"19600";"0480089L";"ECOLE PRIMAIRE PUBLIQUE -";"PRINSUEJOLS-MALBOUZON";"MONTPELLIER";"#N/A";"PUBLIC";0;1;4
"19642";"0480347S";"ECOLE PRIMAIRE PUBLIQUE -";"GRANDRIEU";"MONTPELLIER";"Rural à habitat très dispersé";"PUBLIC";0;4;62
"19644";"0480366M";"ECOLE PRIMAIRE PUBLIQUE -";"SAINT-MICHEL-DE-DEZE";"MONTPELLIER";"Rural à habitat très dispersé";"PUBLIC";0;2;24
"19666";"0480541C";"ECOLE PRIMAIRE PRIVEE SAINTE ANGELE";"BOURGS SUR COLAGNE";"MONTPELLIER";"Bourgs ruraux";"PRIVE";0;5;83
"19684";"0480586B";"ECOLE PRIMAIRE PRIVEE DU SACRE-COEUR";"LA CANOURGUE";"MONTPELLIER";"Bourgs ruraux";"PRIVE";0;6;85
"19696";"0480687L";"ECOLE PRIMAIRE PRIVEE JEANNE D ARC";"MENDE";"MONTPELLIER";"Petites villes";"PRIVE";0;13;214
"19720";"0490129Z";"ECOLE MATERNELLE PUBLIQUE PABLO PICASSO";"SEVREMOINE";"NANTES";"Bourgs ruraux";"PUBLIC";0;4;93
"19789";"0490406A";"ECOLE ELEMENTAIRE PUBLIQUE VICTOR HUGO";"SEVREMOINE";"NANTES";"Bourgs ruraux";"PUBLIC";0;8;164
"19845";"0490629T";"ECOLE PRIMAIRE PUBLIQUE LE PETIT PRINCE";"LONGUENEE-EN-ANJOU";"NANTES";"Bourgs ruraux";"PUBLIC";0;5;116
"19926";"0490988H";"ECOLE MATERNELLE PUBLIQUE LES RICHARDIERES";"CHOLET";"NANTES";"Centres urbains intermédiaires";"PUBLIC";1;6;106
"19943";"0491053D";"ECOLE PRIMAIRE PUBLIQUE ST CYR EN BOURG";"BELLEVIGNE-LES-CHATEAUX";"NANTES";"#N/A";"PUBLIC";0;2;39
"20103";"0491460W";"ECOLE MATERNELLE PRIVEE LE SENEVE/A";"SEVREMOINE";"NANTES";"Bourgs ruraux";"PRIVE";0;8;192
"20123";"0491502S";"ECOLE PRIMAIRE PRIVEE IMMACULEE CONCEPTION A";"ANGERS";"NANTES";"Grands centres urbains";"PRIVE";0;9;215
"20208";"0491709S";"ECOLE MATERNELLE PUBLIQUE JACQUES PREVERT";"SAINT-GEORGES-SUR-LOIRE";"NANTES";"Bourgs ruraux";"PUBLIC";0;3;74
"20250";"0491782W";"ECOLE PRIMAIRE PUBLIQUE ROBERT CLEMOT";"VARRAINS";"NANTES";"Bourgs ruraux";"PUBLIC";0;3;65
"20319";"0492053R";"ECOLE PRIMAIRE PUBLIQUE GENEVIEVE VERGER";"SEGRE-EN-ANJOU BLEU";"NANTES";"Bourgs ruraux";"PUBLIC";0;3;57
